card_names,card_odds,contest
Leny Yoro CM,7 - 10,Man Utd v Wolves
Jack Fletcher CM,6 - 9,Man Utd v Wolves
Tyler Fredricson CM,6 - 9,Man Utd v Wolves
Matheus Cunha CM,5 - 8,Man Utd v Wolves
Mason Mount CM,5 - 8,Man Utd v Wolves
Joshua Zirkzee CM,4 - 7,Man Utd v Wolves
Benjamin Sesko CM,3 - 6,Man Utd v Wolves
Senne Lammens CM,2 - 4,Man Utd v Wolves
Joao Gomes CM,20 - 24,Man Utd v Wolves
Ladislav Krejci CM,19 - 23,Man Utd v Wolves
Yerson Mosquera CM,16 - 20,Man Utd v Wolves
Andre CM,15 - 19,Man Utd v Wolves
Matt Doherty CM,12 - 16,Man Utd v Wolves
Jorgen Strand Larsen CM,9 - 13,Man Utd v Wolves
Tolu Arokodare CM,9 - 13,Man Utd v Wolves
Hwang Hee-chan CM,9 - 13,Man Utd v Wolves
Mateus Mane CM,9 - 13,Man Utd v Wolves
Santiago Bueno CM,9 - 13,Man Utd v Wolves
David Moller Wolfe CM,8 - 12,Man Utd v Wolves
Ki-Jana Hoever CM,8 - 12,Man Utd v Wolves
Jhon Arias CM,8 - 12,Man Utd v Wolves
Jackson Tchatchoua CM,8 - 12,Man Utd v Wolves
Fer Lopez CM,8 - 12,Man Utd v Wolves
Hugo Bueno  CM,8 - 12,Man Utd v Wolves
Jose Sa CM,7 - 10,Man Utd v Wolves
Will Hughes CM,16 - 20,Crystal Palace v Fulham
Yeremy Pino CM,11 - 15,Crystal Palace v Fulham
Jefferson Lerma CM,11 - 15,Crystal Palace v Fulham
Marc Guehi CM,9 - 13,Crystal Palace v Fulham
Christantus Uche CM,9 - 13,Crystal Palace v Fulham
Daichi Kamada CM,9 - 13,Crystal Palace v Fulham
Maxence Lacroix CM,9 - 13,Crystal Palace v Fulham
Chris Richards CM,9 - 13,Crystal Palace v Fulham
Eddie Nketiah CM,7 - 10,Crystal Palace v Fulham
Jaydee Canvot CM,7 - 10,Crystal Palace v Fulham
Tyrick Mitchell CM,7 - 10,Crystal Palace v Fulham
Borna Sosa CM,7 - 10,Crystal Palace v Fulham
Nathaniel Clyne CM,7 - 10,Crystal Palace v Fulham
Adam Wharton CM,7 - 10,Crystal Palace v Fulham
Jean-Philippe Mateta CM,5 - 8,Crystal Palace v Fulham
Justin Devenny CM,5 - 8,Crystal Palace v Fulham
Romaine Esse CM,3 - 6,Crystal Palace v Fulham
Dean Henderson CM,5 - 8,Crystal Palace v Fulham
Sasa Lukic CM,19 - 23,Crystal Palace v Fulham
Joachim Andersen CM,14 - 18,Crystal Palace v Fulham
Sander Berge CM,11 - 15,Crystal Palace v Fulham
Issa Diop CM,11 - 15,Crystal Palace v Fulham
Harry Wilson CM,11 - 15,Crystal Palace v Fulham
Kenny Tete CM,11 - 15,Crystal Palace v Fulham
Harrison Reed CM,11 - 15,Crystal Palace v Fulham
Timothy Castagne CM,9 - 13,Crystal Palace v Fulham
Jorge Cuenca CM,9 - 13,Crystal Palace v Fulham
Raul Jimenez CM,9 - 13,Crystal Palace v Fulham
Kevin CM,9 - 13,Crystal Palace v Fulham
Antonee Robinson CM,9 - 13,Crystal Palace v Fulham
Tom Cairney CM,7 - 10,Crystal Palace v Fulham
Joshua King CM,7 - 10,Crystal Palace v Fulham
Adama Traore CM,7 - 10,Crystal Palace v Fulham
Bernd Leno CM,9 - 13,Crystal Palace v Fulham
Emile Smith Rowe CM,4 - 7,Crystal Palace v Fulham
Kevin Schade CM,11 - 15,Brentford v Tottenham
Igor Thiago CM,11 - 15,Brentford v Tottenham
Aaron Hickey CM,11 - 15,Brentford v Tottenham
Kristoffer Ajer CM,9 - 13,Brentford v Tottenham
Yehor Yarmolyuk CM,9 - 13,Brentford v Tottenham
Jordan Henderson CM,9 - 13,Brentford v Tottenham
Vitaly Janelt CM,8 - 12,Brentford v Tottenham
Nathan Collins CM,7 - 11,Brentford v Tottenham
Mathias Jensen CM,7 - 11,Brentford v Tottenham
Michael Kayode CM,7 - 11,Brentford v Tottenham
Rico Henry CM,6 - 9,Brentford v Tottenham
Keane Lewis-Potter CM,5 - 8,Brentford v Tottenham
Sepp van den Berg CM,5 - 8,Brentford v Tottenham
Reiss Nelson CM,4 - 7,Brentford v Tottenham
Mikkel Damsgaard CM,3 - 6,Brentford v Tottenham
Ethan Pinnock CM,2.5 - 5,Brentford v Tottenham
Caoimhin Kelleher CM,2.5 - 5,Brentford v Tottenham
Hakon Valdimarsson CM,1 - 3,Brentford v Tottenham
Cristian Romero CM,22 - 26,Brentford v Tottenham
Rodrigo Bentancur CM,19 - 23,Brentford v Tottenham
Joao Palhinha CM,17 - 21,Brentford v Tottenham
Richarlison CM,13 - 17,Brentford v Tottenham
Kevin Danso CM,12 - 16,Brentford v Tottenham
Micky van de Ven CM,11 - 15,Brentford v Tottenham
Brennan Johnson CM,10 - 14,Brentford v Tottenham
Lucas Bergvall CM,9 - 13,Brentford v Tottenham
Dane Scarlett CM,9 - 13,Brentford v Tottenham
Pedro Porro CM,8 - 12,Brentford v Tottenham
Mohammed Kudus CM,8 - 12,Brentford v Tottenham
Mathys Tel CM,7 - 10,Brentford v Tottenham
Ben Davies CM,7 - 10,Brentford v Tottenham
Randal Kolo Muani CM,7 - 10,Brentford v Tottenham
Archie Gray CM,6 - 9,Brentford v Tottenham
Radu Dragusin CM,5 - 8,Brentford v Tottenham
Djed Spence CM,5 - 8,Brentford v Tottenham
Wilson Odobert CM,1 - 3,Brentford v Tottenham
Guglielmo Vicario CM,1 - 3,Brentford v Tottenham
Antonin Kinsky CM,1 - 3,Brentford v Tottenham
Nordi Mukiele CM,13 - 17,Sunderland v Man City
Daniel Ballard CM,12 - 16,Sunderland v Man City
Granit Xhaka CM,12 - 16,Sunderland v Man City
Dennis Cirkin CM,12 - 16,Sunderland v Man City
Trai Hume CM,12 - 16,Sunderland v Man City
Omar Alderete CM,11 - 15,Sunderland v Man City
Enzo Le Fee CM,9 - 13,Sunderland v Man City
Brian Brobbey CM,8 - 12,Sunderland v Man City
Lutsharel Geertruida CM,8 - 12,Sunderland v Man City
Wilson Isidor CM,7 - 11,Sunderland v Man City
Chris Rigg CM,6 - 9,Sunderland v Man City
Romaine Mundle CM,5 - 8,Sunderland v Man City
Robin Roefs CM,6 - 9,Sunderland v Man City
Simon Adingra CM,3 - 6,Sunderland v Man City
Anthony Patterson CM,3 - 6,Sunderland v Man City
Eliezer Mayenda CM,2 - 4,Sunderland v Man City
Bernardo Silva CM,12 - 16,Sunderland v Man City
Rodri CM,12 - 16,Sunderland v Man City
Nico Gonzalez CM,12 - 16,Sunderland v Man City
Abdukodir Khusanov CM,11 - 15,Sunderland v Man City
Nico O'Reilly CM,7 - 11,Sunderland v Man City
Matheus Nunes CM,7 - 11,Sunderland v Man City
Savinho CM,7 - 10,Sunderland v Man City
Josko Gvardiol CM,6 - 9,Sunderland v Man City
Gianluigi Donnarumma CM,8 - 12,Sunderland v Man City
Rico Lewis CM,6 - 9,Sunderland v Man City
Ruben Dias CM,6 - 9,Sunderland v Man City
Tijjani Reijnders CM,6 - 9,Sunderland v Man City
Phil Foden CM,5 - 8,Sunderland v Man City
Nathan Ake CM,5 - 8,Sunderland v Man City
Rayan Cherki CM,3 - 6,Sunderland v Man City
Erling Haaland CM,2.5 - 5,Sunderland v Man City
James Trafford CM,2.5 - 5,Sunderland v Man City
