assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,7,1,1.4,712,0.0,0.0,0.0,0.96,215,0,0,1.4,10.4,2024-01-30,63,1,0,0,0,0,22,0,3479,1,2,1,2.0,3,106,595,489,50,True,0,712,,,Nicolás Domínguez,0,0,0.0,67,AML,Nottingham Forest,Arsenal,1,2,22108,2023,637755,0.0,0,0,0,0.0,0.0,0.0,22108,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,5,2,22,2.0,MID
0,0,11,0,12.1,712,0.01,0.01,0.0,0.91,222,1,0,4.0,27.8,2024-02-04,71,3,0,0,0,0,23,0,3361,1,1,1,0.0,2,-145,217,362,50,False,0,712,,,Nicolás Domínguez,0,0,0.0,78,DMC,Bournemouth,Nottingham Forest,1,1,22115,2023,639028,0.1541122049093246,0,1,0,0.0,0.1541122049093246,0.0,22115,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,23,2.3,MID
1,1,30,0,27.0,712,0.2,0.29,0.09,0.48,237,3,0,6.2,27.2,2024-02-10,77,15,0,0,0,0,24,0,3199,1,3,2,8.0,6,-227,161,388,50,True,0,712,,,Nicolás Domínguez,0,2,0.0563492588698864,84,DMC,Nottingham Forest,Newcastle United,2,3,22131,2023,640401,0.0893079712986946,1,2,0,0.0563492588698864,0.70399010181427,0.5920539498329163,22131,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,3,2,24,2.7,MID
1,0,22,1,12.2,712,0.14,0.21,0.07,0.55,248,0,0,4.9,31.6,2024-02-17,85,19,0,0,0,0,25,0,3424,1,0,2,5.0,5,104,357,253,50,True,1,712,,,Nicolás Domínguez,0,1,0.0704806223511695,90,DMC,Nottingham Forest,West Ham,2,0,22142,2023,641797,0.4546020627021789,1,1,0,0.0704806223511695,0.6548948884010315,0.1298122256994247,22142,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,25,4.0,MID
0,0,9,0,1.1,712,0.01,0.03,0.02,3.14,252,4,0,1.1,8.4,2024-02-24,72,2,0,0,0,0,26,0,3755,1,2,4,1.0,2,231,457,226,50,False,0,712,,,Nicolás Domínguez,0,1,0.011981813237071,79,DMC,Aston Villa,Nottingham Forest,4,2,22147,2023,643194,0.0,0,0,0,0.011981813237071,0.6135191321372986,0.6015373468399048,22147,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,4,26,0.0,MID
0,0,12,1,11.8,712,0.03,0.15,0.12,1.64,268,0,0,4.0,18.8,2024-03-02,78,11,0,0,0,0,27,0,3524,1,1,0,9.0,3,-204,101,305,50,True,0,712,,,Nicolás Domínguez,0,2,0.1560104191303253,80,DMC,Nottingham Forest,Liverpool,0,1,22162,2023,644933,0.0372490473091602,0,1,0,0.1560104191303253,0.4815045595169067,0.2882451117038727,22162,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,4,2,27,3.5,MID
0,0,8,0,13.2,712,0.03,0.03,0.0,0.42,274,1,0,1.5,1.8,2024-03-10,71,5,0,0,0,0,28,0,3162,1,0,1,0.0,1,-365,17,382,50,False,1,712,,,Nicolás Domínguez,0,0,0.0,75,MC,Brighton,Nottingham Forest,1,0,22168,2023,647234,0.0201187189668416,0,1,0,0.0,0.0201187189668416,0.0,22168,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,3,28,2.1,MID
0,0,5,0,11.7,712,0.02,0.06,0.04,0.26,287,1,0,2.4,5.4,2024-03-16,8,12,0,0,0,0,29,0,4546,0,1,1,7.0,1,545,703,158,50,False,0,712,,,Nicolás Domínguez,0,1,0.0741218104958534,5,Sub,Luton,Nottingham Forest,1,1,22181,2023,648329,0.0407853424549102,0,1,0,0.0741218104958534,0.1149071604013443,0.0,22181,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,29,2.3,MID
0,0,5,0,0.0,712,0.0,0.0,0.0,0.06,305,0,0,0.4,3.6,2024-04-02,7,10,0,0,0,0,31,0,3393,0,1,3,0.0,1,-149,58,207,50,True,0,712,,,Nicolás Domínguez,0,0,0.0,4,Sub,Nottingham Forest,Fulham,3,1,22198,2023,650985,0.0,0,0,0,0.0,0.0864619016647338,0.0864619016647338,22198,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,31,0.8,MID
0,0,4,0,1.1,712,0.01,0.05,0.04,0.19,319,0,0,1.9,10.4,2024-04-07,22,18,0,0,0,0,32,0,3225,0,1,3,7.0,1,-203,16,219,50,False,0,712,,,Nicolás Domínguez,0,1,0.0290907956659793,19,Sub,Tottenham,Nottingham Forest,3,1,22213,2023,652628,0.0,0,0,0,0.0290907956659793,0.0290907956659793,0.0,22213,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,4,32,0.3,MID
0,0,5,0,3.2,712,0.01,0.03,0.02,0.02,329,0,0,0.8,0.0,2024-04-13,24,20,0,0,0,0,33,0,3155,0,2,2,6.0,1,-94,40,134,50,True,0,712,,,Nicolás Domínguez,0,1,0.0523869395256042,20,Sub,Nottingham Forest,Wolverhampton Wanderers,2,2,22223,2023,653329,0.0,0,0,0,0.0523869395256042,0.0,0.0,22223,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,33,0.8,MID
0,0,14,0,2.7,712,0.01,0.01,0.0,0.39,334,2,0,1.2,9.6,2024-04-21,79,9,0,0,0,0,34,0,3105,1,0,2,0.0,2,-73,50,123,50,False,0,712,,,Nicolás Domínguez,0,0,0.0,82,DMC,Everton,Nottingham Forest,2,0,22228,2023,655278,0.0,0,0,0,0.0,0.104601539671421,0.104601539671421,22228,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,34,1.0,MID
0,0,3,0,0.3,712,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2024-05-04,1,17,0,0,0,0,36,0,2975,0,3,1,0.0,1,-96,9,105,50,False,0,712,,,Nicolás Domínguez,0,0,0.0,1,Sub,Sheffield United,Nottingham Forest,1,3,22254,2023,658920,0.0,0,0,0,0.0,0.0,0.0,22254,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,2,2,36,1.1,MID
0,0,2,0,0.6,712,0.0,0.0,0.0,0.09,367,0,0,0.2,1.0,2024-05-11,4,7,0,0,0,0,37,0,2924,0,3,2,0.0,0,-74,19,93,50,True,1,712,,,Nicolás Domínguez,0,0,0.0,1,Sub,Nottingham Forest,Chelsea,2,3,22261,2023,660880,0.0,0,0,0,0.0,0.0,0.0,22261,Nottingham Forest,Nicolás Domínguez,Nicolás Domínguez,3,2,37,0.8,MID
