assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
1.0,2.0,32.0,0.0,62.5,356.0,0.43,0.5,0.07,1.34,143.0,2.0,0.0,12.4,46.2,2024-12-07,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,15.0,0.0,20047.0,1.0,2.0,2.0,15.0,7.0,-4224.0,775.0,4999.0,4.9,False,0.0,356.0,0.0,1.0,0.0893002972006797,90.0,Crystal Palace,Manchester City,2.0,2.0,26747.0,2024.0,692213.0,0.4303639531135559,1.0,4.0,0.0,0.0893002972006797,1.345802664756775,1.1816847324371338,11000.0,Manchester City,4.0,3.0,15.0,,,0.0,0.02,0.02,0.0,2.29,1.0,0.0,1.3,3.6,3.8,6.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,,51788.0
0.0,0.0,15.0,0.0,10.2,356.0,0.04,0.04,0.0,2.08,156.0,2.0,0.0,1.7,4.6,2024-12-15,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14.0,0.0,0.0,0.0,0.0,16.0,0.0,20721.0,1.0,2.0,1.0,2.0,2.0,195.0,2748.0,2553.0,4.9,True,0.0,356.0,0.0,0.0,0.0,90.0,Manchester City,Manchester United,1.0,2.0,26753.0,2024.0,694440.0,0.0,0.0,0.0,0.0,0.0,0.0789900198578834,0.0789900198578834,11000.0,Manchester City,3.0,4.0,16.0,2.5,MID,0.0,0.45,0.52,0.07,3.63,3.0,0.0,13.7,49.8,66.3,21.0,147.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,7.0,8.0,0.0,1.0,0.09,0.43,1.0,4.0,0.0,0.09,1.51,1.34,,71835.0
0.0,0.0,23.0,0.0,44.3,356.0,0.29,0.29,0.0,2.58,202.0,2.0,0.0,8.0,29.8,2025-01-14,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,0.0,0.0,0.0,0.0,21.0,0.0,10909.0,1.0,2.0,2.0,6.0,2.0,-614.0,451.0,1065.0,4.9,False,0.0,356.0,0.0,0.0,0.0,90.0,Brentford,Manchester City,2.0,2.0,26803.0,2024.0,699008.0,0.3771613538265228,0.0,3.0,0.0,0.0,0.6918566226959229,0.6918566226959229,11000.0,Manchester City,4.0,3.0,21.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.0,1.0,6.8,356.0,0.02,0.02,0.0,0.58,215.0,0.0,0.0,1.8,7.6,2025-01-19,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,0.0,0.0,0.0,0.0,22.0,0.0,10924.0,1.0,6.0,0.0,4.0,2.0,-37.0,558.0,595.0,4.9,False,1.0,356.0,0.0,0.0,0.0,90.0,Ipswich,Manchester City,0.0,6.0,26816.0,2024.0,700768.0,0.0,0.0,0.0,0.0,0.0,0.2341371774673462,0.2341371774673462,11000.0,Manchester City,4.0,2.0,22.0,,,0.0,0.29,0.29,0.0,2.58,2.0,0.0,8.0,29.8,44.3,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.38,0.0,3.0,0.0,0.0,0.69,0.69,,10909.0
1.0,0.0,25.0,0.0,23.8,356.0,0.04,0.4,0.36,1.8,227.0,1.0,0.0,9.2,40.8,2025-01-25,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,0.0,0.0,0.0,0.0,23.0,0.0,10926.0,1.0,1.0,3.0,27.0,5.0,-92.0,688.0,780.0,4.9,True,0.0,356.0,0.0,1.0,0.2789986133575439,90.0,Manchester City,Chelsea,3.0,1.0,26828.0,2024.0,701650.0,0.5291721820831299,1.0,2.0,0.0,0.2789986133575439,1.08829665184021,0.2801258862018585,11000.0,Manchester City,4.0,4.0,23.0,,,1.0,0.31,0.31,0.0,3.16,2.0,0.0,9.8,37.4,51.1,10.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,2.0,4.0,0.0,0.0,0.0,0.38,0.0,3.0,0.0,0.0,0.93,0.93,,21833.0
0.0,0.0,12.0,0.0,6.8,356.0,0.03,0.03,0.0,1.0,231.0,5.0,0.0,1.6,7.4,2025-02-02,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,24.0,0.0,12836.0,1.0,1.0,5.0,2.0,2.0,1627.0,2322.0,695.0,4.9,False,0.0,356.0,0.0,0.0,0.0,90.0,Arsenal,Manchester City,5.0,1.0,26833.0,2024.0,704206.0,0.0,0.0,0.0,0.0,0.0,0.4864572584629059,0.4864572584629059,11000.0,Manchester City,4.0,4.0,24.0,,,1.0,0.35,0.71,0.36,4.96,3.0,0.0,19.0,78.2,74.9,37.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,5.0,9.0,0.0,1.0,0.28,0.91,1.0,5.0,0.0,0.28,2.01,1.21,,32759.0
0.0,0.0,4.0,0.0,2.1,356.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.2,0.0,2025-02-15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,15.0,0.0,0.0,0.0,0.0,25.0,0.0,12602.0,0.0,0.0,4.0,0.0,1.0,-229.0,919.0,1148.0,4.9,True,0.0,356.0,0.0,0.0,0.0,1.0,Manchester City,Newcastle United,4.0,0.0,26848.0,2024.0,706225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,Manchester City,3.0,4.0,25.0,,,1.0,0.09,0.45,0.36,3.38,6.0,0.0,12.6,55.8,37.4,33.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,8.0,9.0,0.0,1.0,0.28,0.53,1.0,2.0,0.0,0.28,1.81,1.0,,34686.0
0.0,0.0,15.0,1.0,17.7,356.0,0.22,0.22,0.0,1.33,265.0,0.0,0.0,3.0,8.4,2025-02-26,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18.0,0.0,0.0,0.0,0.0,27.0,0.0,11684.0,1.0,1.0,0.0,4.0,3.0,-507.0,204.0,711.0,4.9,False,0.0,356.0,0.0,0.0,0.0,90.0,Tottenham,Manchester City,0.0,1.0,26865.0,2024.0,709190.0,0.4735439419746399,0.0,1.0,0.0,0.0,0.7528429627418518,0.7528429627418518,11000.0,Manchester City,4.0,3.0,27.0,,,0.0,0.03,0.03,0.0,1.0,5.0,0.0,1.8,7.4,8.9,2.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,,25438.0
0.0,0.0,7.0,1.0,5.3,356.0,0.02,0.02,0.0,0.3,277.0,0.0,0.0,0.7,1.6,2025-03-08,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16.0,0.0,0.0,0.0,0.0,28.0,0.0,11593.0,1.0,0.0,1.0,0.0,2.0,-172.0,407.0,579.0,4.9,False,1.0,356.0,0.0,0.0,0.0,63.0,Nottingham Forest,Manchester City,1.0,0.0,26878.0,2024.0,711020.0,0.0,0.0,0.0,0.0,0.0,0.187953844666481,0.187953844666481,11000.0,Manchester City,4.0,4.0,28.0,1.5,MID,1.0,0.22,0.22,0.0,1.33,0.0,0.0,3.2,8.4,19.8,4.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.47,0.0,1.0,0.0,0.0,0.75,0.75,,24286.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49000000000000005,,,356.0,,,,,,,,,,,,,,,,,,,11000.0,13,,,29.0,,3,2.0,0.24,0.24,0.0,1.63,0.0,0.0,3.7,10.0,23.0,4.0,150.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.47,0.0,1.0,0.0,0.0,0.94,0.94,,23277.0
