player names,first score,anytime score,last score,two or more,hatrick,contest
Lewis Hall,33/1,14/1,33/1,150/1,500/1,Newcastle v Liverpool
Kieran Trippier,40/1,16/1,40/1,250/1,500/1,Newcastle v Liverpool
Tino Livramento,50/1,22/1,50/1,300/1,500/1,Newcastle v Liverpool
Emil Krafth,50/1,22/1,50/1,300/1,500/1,Newcastle v Liverpool
Mohamed Salah,9/2,6/5,9/2,6/1,25/1,Newcastle v Liverpool
Hugo Ekitike,11/2,31/20,11/2,17/2,33/1,Newcastle v Liverpool
Cody Gakpo,8/1,23/10,8/1,12/1,50/1,Newcastle v Liverpool
Federico Chiesa,8/1,12/5,8/1,12/1,50/1,Newcastle v Liverpool
Florian Wirtz,9/1,27/10,9/1,14/1,66/1,Newcastle v Liverpool
Rio Ngumoha,10/1,16/5,10/1,22/1,80/1,Newcastle v Liverpool
Harvey Elliott,12/1,15/4,12/1,28/1,100/1,Newcastle v Liverpool
Dominik Szoboszlai,14/1,24/5,14/1,33/1,200/1,Newcastle v Liverpool
Curtis Jones,16/1,11/2,16/1,40/1,250/1,Newcastle v Liverpool
Trey Nyoni,14/1,24/5,14/1,33/1,200/1,Newcastle v Liverpool
Alexis MacAllister,18/1,13/2,18/1,50/1,400/1,Newcastle v Liverpool
Virgil van Dijk,22/1,17/2,22/1,66/1,500/1,Newcastle v Liverpool
Ibrahima Konate,33/1,12/1,33/1,100/1,500/1,Newcastle v Liverpool
Conor Bradley,28/1,10/1,28/1,80/1,500/1,Newcastle v Liverpool
Milos Kerkez,33/1,12/1,33/1,100/1,500/1,Newcastle v Liverpool
Ryan Gravenberch,33/1,12/1,33/1,100/1,500/1,Newcastle v Liverpool
Wataru Endo,33/1,12/1,33/1,150/1,500/1,Newcastle v Liverpool
Joe Gomez,40/1,16/1,40/1,250/1,500/1,Newcastle v Liverpool
Andrew Robertson,40/1,16/1,40/1,250/1,500/1,Newcastle v Liverpool
Erling Haaland,29/10,4/6,29/10,10/3,11/1,Man City v Tottenham
Omar Marmoush,11/2,6/4,11/2,17/2,33/1,Man City v Tottenham
Phil Foden,8/1,23/10,8/1,12/1,50/1,Man City v Tottenham
Rayan Cherki,9/1,13/5,9/1,14/1,66/1,Man City v Tottenham
Oscar Bobb,9/1,13/5,9/1,14/1,66/1,Man City v Tottenham
Tijani Reijnders,11/1,16/5,11/1,20/1,80/1,Man City v Tottenham
Jeremy Doku,11/1,16/5,11/1,20/1,80/1,Man City v Tottenham
Ilkay Gundogan,12/1,15/4,12/1,28/1,100/1,Man City v Tottenham
Bernardo Silva,14/1,23/5,14/1,33/1,150/1,Man City v Tottenham
Nico Gonzalez,16/1,11/2,16/1,40/1,250/1,Man City v Tottenham
Josko Gvardiol,16/1,11/2,16/1,40/1,250/1,Man City v Tottenham
Rayan Ait-Nouri,22/1,15/2,22/1,50/1,500/1,Man City v Tottenham
Rico Lewis,25/1,9/1,25/1,66/1,500/1,Man City v Tottenham
John Stones,25/1,9/1,25/1,66/1,500/1,Man City v Tottenham
Matheus Nunes,22/1,17/2,22/1,66/1,500/1,Man City v Tottenham
Ruben Dias,28/1,11/1,28/1,80/1,500/1,Man City v Tottenham
Manuel Akanji,28/1,12/1,28/1,100/1,500/1,Man City v Tottenham
Dominic Solanke,17/2,23/10,17/2,14/1,50/1,Man City v Tottenham
Richarlison,17/2,23/10,17/2,14/1,50/1,Man City v Tottenham
Mathys Tel,10/1,3/1,10/1,18/1,66/1,Man City v Tottenham
Brennan Johnson,12/1,18/5,12/1,25/1,100/1,Man City v Tottenham
Mohammed Kudus,12/1,4/1,12/1,28/1,100/1,Man City v Tottenham
Wilson Odobert,14/1,9/2,14/1,33/1,150/1,Man City v Tottenham
Pape Sarr,20/1,13/2,20/1,50/1,300/1,Man City v Tottenham
Lucas Bergvall,25/1,17/2,25/1,66/1,500/1,Man City v Tottenham
Pedro Porro,28/1,11/1,28/1,80/1,500/1,Man City v Tottenham
Cristian Romero,33/1,12/1,33/1,100/1,500/1,Man City v Tottenham
Joao Palhinha,28/1,11/1,28/1,80/1,500/1,Man City v Tottenham
Rodrigo Bentancur,33/1,12/1,33/1,100/1,500/1,Man City v Tottenham
Micky van de Ven,40/1,14/1,40/1,150/1,500/1,Man City v Tottenham
Kevin Danso,40/1,14/1,40/1,150/1,500/1,Man City v Tottenham
Djed Spence,40/1,16/1,40/1,200/1,500/1,Man City v Tottenham
Destiny Udogie,40/1,16/1,40/1,200/1,500/1,Man City v Tottenham
Archie Gray,40/1,18/1,40/1,250/1,500/1,Man City v Tottenham
Yves Bissouma,40/1,18/1,40/1,250/1,500/1,Man City v Tottenham
Ben Davies,40/1,18/1,40/1,250/1,500/1,Man City v Tottenham
Evanilson,19/4,11/8,19/4,15/2,28/1,Bournemouth v Wolves
Eli Junior Kroupi,5/1,6/4,5/1,17/2,33/1,Bournemouth v Wolves
Antoine Semenyo,11/2,13/8,11/2,9/1,40/1,Bournemouth v Wolves
Hamed Traore,15/2,12/5,15/2,14/1,50/1,Bournemouth v Wolves
David Brooks,9/1,3/1,9/1,18/1,66/1,Bournemouth v Wolves
Marcus Tavernier,10/1,10/3,10/1,20/1,80/1,Bournemouth v Wolves
Philip Billing,9/1,16/5,9/1,18/1,80/1,Bournemouth v Wolves
Ben Winterburn,14/1,5/1,14/1,40/1,200/1,Bournemouth v Wolves
Alex Scott,18/1,13/2,18/1,50/1,300/1,Bournemouth v Wolves
Bafode Diakite,18/1,7/1,18/1,50/1,400/1,Bournemouth v Wolves
Marcos Senesi,22/1,17/2,22/1,66/1,500/1,Bournemouth v Wolves
Adrien Truffert,22/1,9/1,22/1,66/1,500/1,Bournemouth v Wolves
Julian Araujo,28/1,11/1,28/1,80/1,500/1,Bournemouth v Wolves
James Hill,28/1,12/1,28/1,100/1,500/1,Bournemouth v Wolves
Tyler Adams,33/1,14/1,33/1,150/1,500/1,Bournemouth v Wolves
Julio Soler,33/1,14/1,33/1,150/1,500/1,Bournemouth v Wolves
Adam Smith,40/1,18/1,40/1,250/1,500/1,Bournemouth v Wolves
Jorgen Strand Larsen,6/1,9/5,6/1,10/1,40/1,Bournemouth v Wolves
Fer Lopez,10/1,10/3,10/1,20/1,80/1,Bournemouth v Wolves
Hwang Hee-chan,11/1,18/5,11/1,25/1,100/1,Bournemouth v Wolves
Marshall Munetsi,12/1,15/4,12/1,28/1,100/1,Bournemouth v Wolves
Jhon Arias,14/1,19/4,14/1,33/1,150/1,Bournemouth v Wolves
Jean-Ricner Bellegarde,16/1,11/2,16/1,40/1,250/1,Bournemouth v Wolves
Rodrigo Gomes,16/1,6/1,16/1,40/1,300/1,Bournemouth v Wolves
Joao Gomes,22/1,9/1,22/1,66/1,500/1,Bournemouth v Wolves
David Moller Wolfe,22/1,9/1,22/1,66/1,500/1,Bournemouth v Wolves
Matt Doherty,25/1,9/1,25/1,66/1,500/1,Bournemouth v Wolves
Yerson Mosquera,25/1,10/1,25/1,80/1,500/1,Bournemouth v Wolves
Ki-Jana Hoever,28/1,11/1,28/1,80/1,500/1,Bournemouth v Wolves
Emmanuel Agbadou,33/1,14/1,33/1,200/1,500/1,Bournemouth v Wolves
Toti Gomes,33/1,14/1,33/1,200/1,500/1,Bournemouth v Wolves
Hugo Bueno,40/1,16/1,40/1,250/1,500/1,Bournemouth v Wolves
Santiago Bueno,40/1,16/1,40/1,250/1,500/1,Bournemouth v Wolves
Andre,40/1,20/1,40/1,300/1,500/1,Bournemouth v Wolves
Igor Thiago,11/2,17/10,11/2,9/1,40/1,Brentford v Aston Villa
Kevin Schade,9/1,29/10,9/1,16/1,66/1,Brentford v Aston Villa
Dango Ouattara,9/1,3/1,9/1,18/1,80/1,Brentford v Aston Villa
Fabio Carvalho,10/1,16/5,10/1,20/1,80/1,Brentford v Aston Villa
Keane Lewis-Potter,10/1,17/5,10/1,22/1,80/1,Brentford v Aston Villa
Antoni Milambo,16/1,11/2,16/1,40/1,250/1,Brentford v Aston Villa
Mikkel Damsgaard,18/1,7/1,18/1,50/1,400/1,Brentford v Aston Villa
Frank Onyeka,22/1,17/2,22/1,66/1,500/1,Brentford v Aston Villa
Yehor Yarmolyuk,25/1,10/1,25/1,66/1,500/1,Brentford v Aston Villa
Mathias Jensen,22/1,9/1,22/1,66/1,500/1,Brentford v Aston Villa
Nathan Collins ,28/1,12/1,28/1,100/1,500/1,Brentford v Aston Villa
Jordan Henderson,28/1,12/1,28/1,100/1,500/1,Brentford v Aston Villa
Sepp van den Berg,28/1,12/1,28/1,100/1,500/1,Brentford v Aston Villa
Michael Kayode,33/1,14/1,33/1,150/1,500/1,Brentford v Aston Villa
Mads Roerslev,33/1,16/1,33/1,200/1,500/1,Brentford v Aston Villa
Rico Henry,40/1,18/1,40/1,250/1,500/1,Brentford v Aston Villa
Aaron Hickey,40/1,18/1,40/1,250/1,500/1,Brentford v Aston Villa
Kristoffer Ajer,40/1,18/1,40/1,250/1,500/1,Brentford v Aston Villa
Ollie Watkins,4/1,6/5,4/1,13/2,25/1,Brentford v Aston Villa
Donyell Malen,7/1,23/10,7/1,14/1,50/1,Brentford v Aston Villa
Morgan Rogers,8/1,27/10,8/1,16/1,66/1,Brentford v Aston Villa
Evann Guessand,7/1,23/10,7/1,14/1,50/1,Brentford v Aston Villa
Emiliano Buendia,9/1,3/1,9/1,18/1,80/1,Brentford v Aston Villa
Samuel Iling-Junior,12/1,17/4,12/1,33/1,150/1,Brentford v Aston Villa
John McGinn,12/1,9/2,12/1,33/1,150/1,Brentford v Aston Villa
Youri Tielemans,14/1,5/1,14/1,40/1,200/1,Brentford v Aston Villa
Amadou Onana,14/1,11/2,14/1,40/1,250/1,Brentford v Aston Villa
Matty Cash,28/1,11/1,28/1,80/1,500/1,Brentford v Aston Villa
Ian Maatsen,25/1,10/1,25/1,80/1,500/1,Brentford v Aston Villa
Tyrone Mings,28/1,12/1,28/1,100/1,500/1,Brentford v Aston Villa
Pau Torres,33/1,14/1,33/1,150/1,500/1,Brentford v Aston Villa
Lucas Digne,33/1,14/1,33/1,150/1,500/1,Brentford v Aston Villa
Boubacar Kamara,33/1,16/1,33/1,200/1,500/1,Brentford v Aston Villa
Lamare Bogarde,40/1,20/1,40/1,300/1,500/1,Brentford v Aston Villa
Zian Flemming,17/4,31/20,17/4,17/2,33/1,Burnley v Sunderland
Jaidon Anthony,6/1,23/10,6/1,12/1,50/1,Burnley v Sunderland
Lyle Foster,11/2,21/10,11/2,12/1,50/1,Burnley v Sunderland
Ashley Barnes,11/2,21/10,11/2,12/1,50/1,Burnley v Sunderland
Armando Broja,5/1,19/10,5/1,11/1,40/1,Burnley v Sunderland
Jacob Bruun Larsen,11/2,21/10,11/2,12/1,50/1,Burnley v Sunderland
Aaron Ramsey,6/1,23/10,6/1,12/1,50/1,Burnley v Sunderland
Marcus Edwards,17/2,16/5,17/2,20/1,80/1,Burnley v Sunderland
Loum Tchaouna,10/1,15/4,10/1,28/1,100/1,Burnley v Sunderland
Jaydon Banel,11/1,17/4,11/1,33/1,150/1,Burnley v Sunderland
Josh Laurent,14/1,11/2,14/1,40/1,250/1,Burnley v Sunderland
Oliver Sonne,14/1,13/2,14/1,50/1,300/1,Burnley v Sunderland
Hannibal Mejbri,14/1,6/1,14/1,40/1,300/1,Burnley v Sunderland
Luca Koleosho,14/1,13/2,14/1,50/1,300/1,Burnley v Sunderland
Hjalmar Ekdal,18/1,8/1,18/1,50/1,500/1,Burnley v Sunderland
Connor Roberts,20/1,17/2,20/1,66/1,500/1,Burnley v Sunderland
Josh Cullen,22/1,10/1,22/1,80/1,500/1,Burnley v Sunderland
Lesley Ugochukwu,20/1,9/1,20/1,66/1,500/1,Burnley v Sunderland
Bashir Humphreys,25/1,11/1,25/1,80/1,500/1,Burnley v Sunderland
Lucas Pires,22/1,10/1,22/1,80/1,500/1,Burnley v Sunderland
Hannes Delcroix,28/1,12/1,28/1,100/1,500/1,Burnley v Sunderland
Maxime Esteve,33/1,18/1,33/1,250/1,500/1,Burnley v Sunderland
Quilindschy Hartman,28/1,14/1,28/1,150/1,500/1,Burnley v Sunderland
Joe Worral,40/1,22/1,40/1,300/1,500/1,Burnley v Sunderland
Axel Tuanzebe,40/1,22/1,40/1,300/1,500/1,Burnley v Sunderland
Kyle Walker,50/1,33/1,50/1,300/1,500/1,Burnley v Sunderland
Wilson Isidor,5/1,19/10,5/1,11/1,40/1,Burnley v Sunderland
Eliezer Mayenda,11/2,2/1,11/2,11/1,50/1,Burnley v Sunderland
Marc Guiu,13/2,5/2,13/2,14/1,50/1,Burnley v Sunderland
Simon Adingra,11/1,4/1,11/1,28/1,100/1,Burnley v Sunderland
Chris Rigg,12/1,5/1,12/1,40/1,250/1,Burnley v Sunderland
Chemsdine Talbi,12/1,5/1,12/1,40/1,200/1,Burnley v Sunderland
Harrison Jones,12/1,5/1,12/1,40/1,200/1,Burnley v Sunderland
Habib Diarra,12/1,24/5,12/1,33/1,200/1,Burnley v Sunderland
Alan Browne,16/1,7/1,16/1,50/1,400/1,Burnley v Sunderland
Daniel Ballard,20/1,8/1,20/1,66/1,500/1,Burnley v Sunderland
Dennis Cirkin,20/1,8/1,20/1,66/1,500/1,Burnley v Sunderland
Patrick Roberts,20/1,17/2,20/1,66/1,500/1,Burnley v Sunderland
Enzo Le Fee,22/1,10/1,22/1,66/1,500/1,Burnley v Sunderland
Granit Xhaka,16/1,7/1,16/1,50/1,400/1,Burnley v Sunderland
Jenson Seelt,25/1,12/1,25/1,100/1,500/1,Burnley v Sunderland
Trai Hume,28/1,12/1,28/1,100/1,500/1,Burnley v Sunderland
Omar Alderete,25/1,12/1,25/1,100/1,500/1,Burnley v Sunderland
Nordi Mukiele,25/1,12/1,25/1,100/1,500/1,Burnley v Sunderland
Nectarios Triantis,28/1,12/1,28/1,100/1,500/1,Burnley v Sunderland
Noah Sadiki,33/1,14/1,33/1,150/1,500/1,Burnley v Sunderland
Niall Huggins,40/1,20/1,40/1,300/1,500/1,Burnley v Sunderland
Dan Neil,40/1,18/1,40/1,300/1,500/1,Burnley v Sunderland
Reinildo Mandava,50/1,28/1,50/1,300/1,500/1,Burnley v Sunderland
Arthur Masuaku,40/1,25/1,40/1,300/1,500/1,Burnley v Sunderland
Joe Anderson,50/1,33/1,50/1,300/1,500/1,Burnley v Sunderland
Viktor Gyokeres,29/10,8/11,29/10,18/5,12/1,Arsenal v Leeds
Kai Havertz,17/4,23/20,17/4,6/1,22/1,Arsenal v Leeds
Bukayo Saka,5/1,11/8,5/1,15/2,28/1,Arsenal v Leeds
Noni Madueke,6/1,9/5,6/1,10/1,40/1,Arsenal v Leeds
Leandro Trossard,13/2,19/10,13/2,11/1,40/1,Arsenal v Leeds
Ethan Nwaneri,7/1,21/10,7/1,12/1,50/1,Arsenal v Leeds
Gabriel Martinelli,15/2,11/5,15/2,12/1,50/1,Arsenal v Leeds
Martin Odegaard,11/1,17/5,11/1,20/1,80/1,Arsenal v Leeds
Mikel Merino,9/2,6/5,9/2,13/2,25/1,Arsenal v Leeds
Declan Rice,12/1,15/4,12/1,25/1,100/1,Arsenal v Leeds
Gabriel,14/1,5/1,14/1,33/1,200/1,Arsenal v Leeds
Riccardo Calafiori,16/1,6/1,16/1,40/1,300/1,Arsenal v Leeds
Christian Norgaard,18/1,13/2,18/1,50/1,300/1,Arsenal v Leeds
Martin Zubimendi,20/1,7/1,20/1,50/1,400/1,Arsenal v Leeds
Ben White,28/1,10/1,28/1,80/1,500/1,Arsenal v Leeds
William Saliba,28/1,10/1,28/1,80/1,500/1,Arsenal v Leeds
Myles Lewis-Skelly,28/1,10/1,28/1,80/1,500/1,Arsenal v Leeds
Jurrien Timber,28/1,10/1,28/1,80/1,500/1,Arsenal v Leeds
Cristhian Mosquera,28/1,12/1,28/1,100/1,500/1,Arsenal v Leeds
Joel Piroe,12/1,17/5,12/1,22/1,80/1,Arsenal v Leeds
Lukas Nmecha,12/1,4/1,12/1,28/1,100/1,Arsenal v Leeds
Wilfried Gnonto,16/1,11/2,16/1,40/1,250/1,Arsenal v Leeds
Daniel James,16/1,11/2,16/1,40/1,250/1,Arsenal v Leeds
Largie Ramazani,16/1,11/2,16/1,40/1,250/1,Arsenal v Leeds
Brenden Aaronson,20/1,13/2,20/1,50/1,400/1,Arsenal v Leeds
Anton Stach,25/1,9/1,25/1,66/1,500/1,Arsenal v Leeds
Ao Tanaka,28/1,10/1,28/1,80/1,500/1,Arsenal v Leeds
Jayden Bogle,33/1,12/1,33/1,100/1,500/1,Arsenal v Leeds
Pascal Struijk,33/1,12/1,33/1,100/1,500/1,Arsenal v Leeds
Sean Longstaff,33/1,12/1,33/1,100/1,500/1,Arsenal v Leeds
Gabriel Gudmondsson,50/1,20/1,50/1,300/1,500/1,Arsenal v Leeds
Sam Byram,50/1,20/1,50/1,300/1,500/1,Arsenal v Leeds
Ilia Gruev,50/1,20/1,50/1,300/1,500/1,Arsenal v Leeds
Joe Rodon,50/1,28/1,50/1,300/1,500/1,Arsenal v Leeds
Ethan Ampadu,50/1,28/1,50/1,300/1,500/1,Arsenal v Leeds
Dominic Calvert-Lewin,11/1,16/5,11/1,18/1,80/1,Arsenal v Leeds
Jean-Philippe Mateta,17/4,29/20,17/4,15/2,33/1,Crystal Palace v Nottingham Forest
Odsonne Edouard,5/1,13/8,5/1,9/1,40/1,Crystal Palace v Nottingham Forest
Eberechi Eze,13/2,12/5,13/2,12/1,50/1,Crystal Palace v Nottingham Forest
Ismaila Sarr,13/2,12/5,13/2,12/1,50/1,Crystal Palace v Nottingham Forest
Romain Esse,9/1,10/3,9/1,22/1,80/1,Crystal Palace v Nottingham Forest
Jesurun Rak-Sakyi,9/1,10/3,9/1,22/1,80/1,Crystal Palace v Nottingham Forest
Justin Devenny,9/1,7/2,9/1,25/1,100/1,Crystal Palace v Nottingham Forest
Daniel Munoz,14/1,11/2,14/1,40/1,300/1,Crystal Palace v Nottingham Forest
Maxence Lacroix,22/1,10/1,22/1,80/1,500/1,Crystal Palace v Nottingham Forest
Chris Richards,25/1,11/1,25/1,100/1,500/1,Crystal Palace v Nottingham Forest
Jefferson Lerma,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Nottingham Forest
Marc Guehi,28/1,12/1,28/1,150/1,500/1,Crystal Palace v Nottingham Forest
Adam Wharton,28/1,12/1,28/1,150/1,500/1,Crystal Palace v Nottingham Forest
Will Hughes,28/1,12/1,28/1,150/1,500/1,Crystal Palace v Nottingham Forest
Tyrick Mitchell,28/1,12/1,28/1,150/1,500/1,Crystal Palace v Nottingham Forest
Borna Sosa,33/1,14/1,33/1,200/1,500/1,Crystal Palace v Nottingham Forest
Nathaniel Clyne,40/1,22/1,40/1,300/1,500/1,Crystal Palace v Nottingham Forest
Chris Wood,5/1,13/8,5/1,9/1,40/1,Crystal Palace v Nottingham Forest
Arnaud Kalimuendo,11/2,2/1,11/2,11/1,50/1,Crystal Palace v Nottingham Forest
Taiwo Awoniyi,13/2,9/4,13/2,12/1,50/1,Crystal Palace v Nottingham Forest
Igor Jesus,7/1,12/5,7/1,12/1,50/1,Crystal Palace v Nottingham Forest
Dan Ndoye,10/1,15/4,10/1,28/1,100/1,Crystal Palace v Nottingham Forest
Jota Silva,10/1,15/4,10/1,28/1,100/1,Crystal Palace v Nottingham Forest
Morgan Gibbs-White,12/1,17/4,12/1,33/1,150/1,Crystal Palace v Nottingham Forest
Callum Hudson-Odoi,12/1,17/4,12/1,33/1,150/1,Crystal Palace v Nottingham Forest
Nikola Milenkovic,22/1,9/1,22/1,66/1,500/1,Crystal Palace v Nottingham Forest
Ryan Yates,20/1,8/1,20/1,66/1,500/1,Crystal Palace v Nottingham Forest
Elliot Anderson,22/1,9/1,22/1,66/1,500/1,Crystal Palace v Nottingham Forest
Ibrahim Sangare,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Nottingham Forest
Willy Boly,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Nottingham Forest
Murillo,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Nottingham Forest
Neco Williams,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Nottingham Forest
Morato,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Nottingham Forest
Ola Aina,33/1,14/1,33/1,200/1,500/1,Crystal Palace v Nottingham Forest
Jair Cunha,33/1,14/1,33/1,200/1,500/1,Crystal Palace v Nottingham Forest
Beto,6/1,21/10,6/1,12/1,50/1,Everton v Brighton
Thierno Barry,13/2,23/10,13/2,12/1,50/1,Everton v Brighton
Iliman Ndiaye,17/2,3/1,17/2,18/1,80/1,Everton v Brighton
Carlos Alcaraz,11/1,4/1,11/1,28/1,100/1,Everton v Brighton
Kiernan Dewsbury-Hall,12/1,24/5,12/1,33/1,200/1,Everton v Brighton
Jack Grealish,12/1,17/4,12/1,33/1,150/1,Everton v Brighton
Dwight McNeil,12/1,23/5,12/1,33/1,200/1,Everton v Brighton
Jake O'Brien,22/1,9/1,22/1,66/1,500/1,Everton v Brighton
Michael Keane,25/1,10/1,25/1,80/1,500/1,Everton v Brighton
James Tarkowski,25/1,11/1,25/1,80/1,500/1,Everton v Brighton
Tim Iroegbunam,25/1,10/1,25/1,80/1,500/1,Everton v Brighton
Vitaliy Mykolenko,33/1,14/1,33/1,150/1,500/1,Everton v Brighton
James Garner,33/1,14/1,33/1,150/1,500/1,Everton v Brighton
Idrissa Gueye,28/1,12/1,28/1,100/1,500/1,Everton v Brighton
Seamus Coleman,33/1,14/1,33/1,200/1,500/1,Everton v Brighton
Danny Welbeck,5/1,7/4,5/1,9/1,40/1,Everton v Brighton
Matt O'Riley,7/1,5/2,7/1,14/1,66/1,Everton v Brighton
Georginio Rutter,15/2,13/5,15/2,14/1,66/1,Everton v Brighton
Kaoru Mitoma,8/1,14/5,8/1,16/1,66/1,Everton v Brighton
Yankuba Minteh,9/1,17/5,9/1,22/1,80/1,Everton v Brighton
Brajan Gruda,11/1,15/4,11/1,28/1,100/1,Everton v Brighton
Yasin Ayari,16/1,6/1,16/1,50/1,300/1,Everton v Brighton
Jack Hinshelwood,11/1,15/4,11/1,28/1,100/1,Everton v Brighton
Diego Gomez,12/1,5/1,12/1,40/1,200/1,Everton v Brighton
Maxim De Cuyper,22/1,9/1,22/1,66/1,500/1,Everton v Brighton
Ferdi Kadioglu,22/1,9/1,22/1,66/1,500/1,Everton v Brighton
Lewis Dunk,25/1,10/1,25/1,80/1,500/1,Everton v Brighton
Carlos Baleba,25/1,10/1,25/1,80/1,500/1,Everton v Brighton
Diego Coppola,25/1,10/1,25/1,80/1,500/1,Everton v Brighton
Olivier Boscagli,25/1,11/1,25/1,100/1,500/1,Everton v Brighton
Mats Wieffer,22/1,9/1,22/1,66/1,500/1,Everton v Brighton
Jan Paul van Hecke,28/1,12/1,28/1,100/1,500/1,Everton v Brighton
Tariq Lamptey,28/1,12/1,28/1,100/1,500/1,Everton v Brighton
Joel Veltman,33/1,16/1,33/1,250/1,500/1,Everton v Brighton
Raul Jimenez,5/1,31/20,5/1,17/2,33/1,Fulham v Man Utd
Rodrigo Muniz,11/2,13/8,11/2,9/1,40/1,Fulham v Man Utd
Harry Wilson,10/1,16/5,10/1,20/1,80/1,Fulham v Man Utd
Emile Smith Rowe,10/1,17/5,10/1,22/1,80/1,Fulham v Man Utd
Adama Traore,12/1,4/1,12/1,33/1,150/1,Fulham v Man Utd
Alex Iwobi,12/1,4/1,12/1,33/1,150/1,Fulham v Man Utd
Joshua King,14/1,24/5,14/1,33/1,200/1,Fulham v Man Utd
Andreas Pereira,16/1,6/1,16/1,50/1,300/1,Fulham v Man Utd
Tom Cairney,18/1,13/2,18/1,50/1,400/1,Fulham v Man Utd
Sasa Lukic,25/1,9/1,25/1,80/1,500/1,Fulham v Man Utd
Sander Berge,28/1,11/1,28/1,100/1,500/1,Fulham v Man Utd
Harrison Reed,25/1,10/1,25/1,80/1,500/1,Fulham v Man Utd
Joachim Andersen,28/1,12/1,28/1,100/1,500/1,Fulham v Man Utd
Kenny Tete,33/1,12/1,33/1,150/1,500/1,Fulham v Man Utd
Jorge Cuenca,33/1,12/1,33/1,150/1,500/1,Fulham v Man Utd
Timothy Castagne,33/1,12/1,33/1,150/1,500/1,Fulham v Man Utd
Issa Diop,33/1,12/1,33/1,150/1,500/1,Fulham v Man Utd
Calvin Bassey,33/1,14/1,33/1,200/1,500/1,Fulham v Man Utd
Benjamin Sesko,11/2,9/5,11/2,10/1,40/1,Fulham v Man Utd
Matheus Cunha,13/2,21/10,13/2,12/1,50/1,Fulham v Man Utd
Joshua Zirkzee,7/1,9/4,7/1,12/1,50/1,Fulham v Man Utd
Bruno Fernandes,8/1,27/10,8/1,14/1,66/1,Fulham v Man Utd
Bryan Mbeumo,15/2,5/2,15/2,14/1,66/1,Fulham v Man Utd
Amad Diallo,12/1,9/2,12/1,33/1,150/1,Fulham v Man Utd
Mason Mount,12/1,4/1,12/1,28/1,150/1,Fulham v Man Utd
Kobbie Mainoo,16/1,11/2,16/1,40/1,300/1,Fulham v Man Utd
Patrick Dorgu,20/1,8/1,20/1,66/1,500/1,Fulham v Man Utd
Harry Maguire,22/1,17/2,22/1,66/1,500/1,Fulham v Man Utd
Matthijs de Ligt,22/1,9/1,22/1,80/1,500/1,Fulham v Man Utd
Casemiro,20/1,8/1,20/1,66/1,500/1,Fulham v Man Utd
Diogo Dalot,22/1,9/1,22/1,80/1,500/1,Fulham v Man Utd
Manuel Ugarte,28/1,11/1,28/1,100/1,500/1,Fulham v Man Utd
Leny Yoro,33/1,12/1,33/1,150/1,500/1,Fulham v Man Utd
Ayden Heaven,33/1,14/1,33/1,200/1,500/1,Fulham v Man Utd
Luke Shaw,40/1,18/1,40/1,300/1,500/1,Fulham v Man Utd
Rasmus Hojlund,7/1,9/4,7/1,12/1,50/1,Fulham v Man Utd
