assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,3,0,0.0,709,0.0,0.0,0.0,0.05,231,0,0,0.0,0.0,2024-02-11,1,2,0,0,0,0,24,0,9981,0,2,1,0.0,1,-110,111,221,50,False,0,709,,,Sofyan Amrabat,0,0,0.0,1,Sub,Aston Villa,Manchester United,1,2,22125,2023,640951,0.0,0,0,0,0.0,0.0,0.0,22125,Manchester United,Sofyan Amrabat,Sofyan Amrabat,MID,3,4,24
0,0,6,0,0.3,709,0.0,0.0,0.0,0.06,245,0,0,0.5,4.2,2024-02-18,4,12,0,0,0,0,25,0,10024,0,2,1,0.0,1,-40,217,257,50,False,0,709,,,Sofyan Amrabat,0,0,0.0,1,Sub,Luton,Manchester United,1,2,22139,2023,642559,0.0,0,0,0,0.0,0.0,0.0,22139,Manchester United,Sofyan Amrabat,Sofyan Amrabat,MID,3,2,25
0,0,-2,0,0.0,709,0.0,0.0,0.0,0.12,266,1,0,0.0,0.0,2024-03-03,8,13,0,0,0,0,27,0,9998,0,1,3,0.0,1,-78,101,179,50,False,0,709,,,Sofyan Amrabat,0,0,0.0,5,Sub,Manchester City,Manchester United,3,1,22160,2023,645761,0.0,0,0,0,0.0,0.0,0.0,22160,Manchester United,Sofyan Amrabat,Sofyan Amrabat,MID,3,5,27
0,0,4,0,0.7,709,0.0,0.0,0.0,0.23,278,0,0,0.3,1.8,2024-03-09,11,9,0,0,0,0,28,0,9966,0,0,2,0.0,1,-102,74,176,50,True,0,709,,,Sofyan Amrabat,0,0,0.0,7,Sub,Manchester United,Everton,2,0,22172,2023,646324,0.0,0,0,0,0.0,0.0,0.0,22172,Manchester United,Sofyan Amrabat,Sofyan Amrabat,MID,2,4,28
0,0,2,0,0.3,709,0.0,0.0,0.0,1.14,317,1,0,0.0,0.0,2024-04-07,11,11,0,0,0,0,32,0,9938,0,2,2,0.0,1,-81,27,108,50,True,0,709,,,Sofyan Amrabat,0,0,0.0,8,Sub,Manchester United,Liverpool,2,2,22211,2023,652398,0.0,0,0,0,0.0,0.0984533131122589,0.0984533131122589,22211,Manchester United,Sofyan Amrabat,Sofyan Amrabat,MID,4,4,32
0,0,3,0,0.3,709,0.0,0.0,0.0,0.0,288,0,0,0.2,2.0,2024-04-24,1,17,0,0,0,0,34,0,9945,0,2,4,0.0,1,-64,49,113,50,True,0,709,,,Sofyan Amrabat,0,0,0.0,1,Sub,Manchester United,Sheffield United,4,2,22182,2023,656287,0.0,0,0,0,0.0,0.0,0.0,22182,Manchester United,Sofyan Amrabat,Sofyan Amrabat,MID,2,4,29
0,0,3,0,0.3,709,0.01,0.01,0.0,0.89,345,1,0,0.1,0.2,2024-04-27,9,6,0,0,0,0,35,0,9921,0,1,1,0.0,1,-59,37,96,50,True,0,709,,,Sofyan Amrabat,0,0,0.0,7,Sub,Manchester United,Burnley,1,1,22239,2023,656987,0.0,0,0,0,0.0,0.0,0.0,22239,Manchester United,Sofyan Amrabat,Sofyan Amrabat,MID,2,4,35
0,0,2,0,0.6,709,0.0,0.0,0.0,0.39,356,1,0,1.5,14.6,2024-05-06,30,8,0,0,0,0,36,0,9915,0,0,4,0.0,0,-35,31,66,50,False,1,709,,,Sofyan Amrabat,0,0,0.0,27,Sub,Crystal Palace,Manchester United,4,0,22250,2023,660063,0.0,0,0,0,0.0,0.0,0.0,22250,Manchester United,Sofyan Amrabat,Sofyan Amrabat,MID,3,2,36
0,0,14,0,19.0,709,0.04,0.06,0.02,1.71,365,1,0,3.7,16.0,2024-05-12,86,1,0,0,0,0,37,0,9958,1,1,0,2.0,2,-9,83,92,50,True,0,709,,,Sofyan Amrabat,0,1,0.0160927008837461,90,DMC,Manchester United,Arsenal,0,1,22259,2023,661280,0.0316628627479076,0,1,0,0.0160927008837461,0.1185720935463905,0.0708165243268013,22259,Manchester United,Sofyan Amrabat,Sofyan Amrabat,MID,5,4,37
0,0,5,1,1.7,709,0.01,0.01,0.0,1.49,373,0,0,1.1,9.2,2024-05-19,68,5,0,0,0,0,38,0,10251,1,2,0,0.0,2,211,302,91,50,False,1,709,,,Sofyan Amrabat,0,0,0.0,70,DMC,Brighton,Manchester United,0,2,22267,2023,663195,0.0,0,0,0,0.0,0.3002057373523712,0.3002057373523712,22267,Manchester United,Sofyan Amrabat,Sofyan Amrabat,MID,3,3,38
